Borough,Neighborhood,Building Class Category,Tax Class At Present,Block,Lot,Ease-Ment,Building Class At Present,Address,Apartment Number,Zip Code,Residential Units,Commercial Units,Total Units,Land Square Feet,Gross Square Feet,Year Built,Tax Class At Time Of Sale,Building Class At Time Of Sale,Sale Price,Sale Date
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4766,5, ,A2,1510 HAMMERSLEY AVENUE                   ,            ,10469,1,0,1,2500,905,1925,1,A2,10,2015-04-28 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4766,33, ,A1,1511 ADEE AVENUE                         ,            ,10469,1,0,1,2502,1224,1935,1,A1,400000,2015-10-15 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4768,41, ,A2,1657 ADEE AVENUE                         ,            ,10469,1,0,1,2502,1796,1915,1,A2,22000,2015-03-23 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4781,32, ,A5,3021 EDSON AVENUE                        ,            ,10469,1,0,1,1692,1674,1955,1,A5,230000,2015-06-08 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4781,47, ,A5,3008 GRACE AVENUE                        ,            ,10469,1,0,1,1895,1920,1955,1,A5,0,2015-11-14 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4792,12, ,A1,2837 GUNTHER AVE                         ,            ,10469,1,0,1,4750,1063,1910,1,A1,645000,2015-11-24 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4792,22, ,A1,2823 GUNTHER AVENUE                      ,            ,10469,1,0,1,4750,2178,1910,1,A1,460000,2015-10-23 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4792,38, ,A1,2814 TIEMANN AVENUE                      ,            ,10469,1,0,1,3555,1232,1925,1,A1,300000,2015-09-30 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4792,40, ,A1,2816 TIEMANN AVENUE                      ,            ,10469,1,0,1,3555,1255,1925,1,A1,300000,2015-10-08 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4796,27, ,A5,2903 GRACE AVENUE                        ,            ,10469,1,0,1,1320,1140,2005,1,A5,369000,2015-12-18 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4803,46, ,A5,2730 GUNTHER AVENUE                      ,            ,10469,1,0,1,2470,1088,1955,1,A5,152000,2015-11-23 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4804,3, ,A1,1806 BARTOW AVENUE                       ,            ,10469,1,0,1,5250,1953,1925,1,A1,0,2015-07-16 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4886,54, ,A2,3426 GRACE AVENUE                        ,            ,10469,1,0,1,2375,703,1930,1,A2,218000,2015-01-15 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4888,23, ,A5,1314 EAST 223 STREET                     ,            ,10466,1,0,1,1600,960,1950,1,A5,0,2015-06-02 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4893,21, ,A9,1950 NEEDHAM AVENUE                      ,            ,10466,1,0,1,3108,1452,1925,1,A9,0,2015-02-04 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4893,120, ,A5,3538 GRACE AVENUE                        ,            ,10466,1,0,1,1706,1732,1960,1,A5,300000,2015-05-28 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4897,64, ,A2,1236 EAST 223 STREET                     ,            ,10466,1,0,1,2500,828,1910,1,A2,176500,2015-09-18 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4898,28, ,A5,1235 EAST 223 STREET                     ,            ,10466,1,0,1,1600,960,1955,1,A5,159750,2015-07-07 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4902,23, ,A5,1147 EAST 223 STREET                     ,            ,10466,1,0,1,1800,1534,1950,1,A5,347500,2015-04-28 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4902,31, ,A2,1141 E 223RD STREET                      ,            ,10466,1,0,1,8275,937,1910,1,A2,220000,2015-12-21 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4902,31, ,A2,1141 EAST 223 STREET                     ,            ,10466,1,0,1,8275,937,1910,1,A2,425880,2015-08-06 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4902,120, ,A5,1153A EAST 223 STREET                    ,            ,10466,1,0,1,1850,1534,1945,1,A5,212000,2015-02-26 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4916,31, ,A5,3619 DE REIMER AVENUE                    ,            ,10466,1,0,1,1827,1744,1964,1,A5,75000,2015-04-18 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4934,19, ,A5,1159 GRENADA PLACE                       ,            ,10466,1,0,1,1980,1582,1940,1,A5,389000,2015-11-30 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4934,26, ,A5,1145 GRENADA PLACE                       ,            ,10466,1,0,1,1782,1188,1940,1,A5,280000,2015-03-03 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4940,46, ,A5,3838 AMUNDSON AVENUE                     ,            ,10466,1,0,1,2583,1714,1961,1,A5,0,2015-06-25 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4943,55, ,A1,3693 SECOR AVENUE                        ,            ,10466,1,0,1,2856,1248,1925,1,A1,369500,2015-10-20 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4945,97, ,A2,2115 GARRETT PLACE                       ,            ,10466,1,0,1,4280,1411,1930,1,A2,368000,2015-02-23 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4945,97, ,A2,2115 GARRETT PLACE                       ,            ,10466,1,0,1,4280,1411,1930,1,A2,368000,2015-01-29 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4945,99, ,A1,2111 GARRETT PLACE                       ,            ,10466,1,0,1,3375,1200,1930,1,A1,420000,2015-05-22 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4945,104, ,A1,3819 HARPER AVE                          ,            ,10466,1,0,1,3700,1200,1930,1,A1,360000,2015-12-04 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4946,10, ,A1,3710 HARPER AVENUE                       ,            ,10466,1,0,1,2375,1248,1930,1,A1,360000,2015-08-12 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4946,16, ,A1,2180 LIGHT STREET                        ,            ,10466,1,0,1,2750,1084,1930,1,A1,100,2015-11-18 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4946,20, ,A1,3715 SECOR AVENUE                        ,            ,10466,1,0,1,2850,1120,1930,1,A1,330000,2015-08-19 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4950,49, ,A5,3731 ROMBOUTS AVENUE                     ,            ,10466,1,0,1,1800,1372,1925,1,A5,0,2015-10-20 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4950,77, ,A5,3728 DYRE AVENUE                         ,            ,10466,1,0,1,1800,1452,1925,1,A5,0,2015-02-27 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4950,77, ,A5,3728 DYRE AVENUE                         ,            ,10466,1,0,1,1800,1452,1925,1,A5,0,2015-02-05 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4951,14, ,A1,3811 MERRITT AVENUE                      ,            ,10466,1,0,1,2500,896,1930,1,A1,372587,2015-08-03 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4957,48, ,A0,3935 MURDOCK AVENUE                      ,            ,10466,1,0,1,5000,1289,1949,1,A0,335000,2015-12-07 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4958,41, ,A5,2090 STRANG AVENUE                       ,            ,10466,1,0,1,2100,1296,1955,1,A5,396550,2015-07-08 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4960,70, ,A5,3931 SETON AVENUE                        ,            ,10466,1,0,1,2500,1782,1957,1,A5,275000,2015-10-27 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4960,70, ,A5,3931 SETON AVENUE                        ,            ,10466,1,0,1,2500,1782,1957,1,A5,0,2015-09-04 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4961,33, ,A1,2152 STRANG AVE                          ,            ,10466,1,0,1,2750,1505,1925,1,A1,365000,2015-01-09 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4962,4, ,A2,3918 AMUNDSON AVENUE                     ,            ,10466,1,0,1,3750,1118,1925,1,A2,300000,2015-09-18 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4962,28, ,A1,3964 AMUNDSON AVENUE                     ,            ,10466,1,0,1,2500,1386,1925,1,A1,240000,2015-10-16 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4963,78, ,S1,4001 PRATT AVENUE                        ,            ,10466,1,1,2,3748,2204,1925,1,S1,424000,2015-09-30 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4964,29, ,A2,3934 PRATT AVE                           ,            ,10466,1,0,1,5344,1300,1925,1,A2,450000,2015-10-05 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4969,39, ,A1,4042 SECOR AVENUE                        ,            ,10466,1,0,1,2250,1376,1920,1,A1,469000,2015-06-24 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4969,39, ,A1,4042 SECOR AVENUE                        ,            ,10466,1,0,1,2250,1376,1920,1,A1,0,2015-01-08 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4970,5, ,A1,4035 ROMBOUTS AVENUE                     ,            ,10466,1,0,1,3220,1312,1925,1,A1,375000,2015-12-21 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4971,45, ,A1,4026 ROMBOUTS AVE                        ,            ,10466,1,0,1,4203,1060,1930,1,A1,210100,2015-08-13 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4971,45, ,A1,4026 ROMBOUTS AVENUE                     ,            ,10466,1,0,1,4203,1060,1930,1,A1,500,2015-08-13 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4977,39, ,A1,4063 BRUNER AVENUE                       ,            ,10466,1,0,1,2500,1136,1930,1,A1,0,2015-01-21 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4979,18, ,A5,4046 ELY AVENUE                          ,            ,10466,1,0,1,1710,1152,1940,1,A5,10,2015-04-06 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4979,54, ,A5,4079 GRACE AVE                           ,            ,10466,1,0,1,2494,1260,1950,1,A5,100000,2015-03-31 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4980,80, ,A4,4041 EDSON AVENUE                        ,            ,10466,1,0,1,2500,1158,1920,1,A4,399000,2015-08-13 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4981,57, ,A5,4075 BAYCHESTER AVENUE                   ,            ,10466,1,0,1,1350,1782,1960,1,A5,323850,2015-03-05 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4983,38, ,A1,4088 DE REIMER AVENUE                    ,            ,10466,1,0,1,2375,1648,1950,1,A1,345000,2015-01-07 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4983,90, ,A1,4019 WILDER AVENUE                       ,            ,10466,1,0,1,3555,928,1925,1,A1,395000,2015-10-01 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4984,96, ,A5,2059 STRANG AVENUE                       ,            ,10466,1,0,1,2500,2295,2014,1,A5,525000,2015-06-19 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4986,50, ,A5,4079 MONTICELLO AVE.                     ,            ,10466,1,0,1,1710,1692,1956,1,A5,0,2015-05-13 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4990,22, ,A1,4041 BELL AVENUE                         ,            ,10466,1,0,1,10500,3624,1950,1,A1,0,2015-03-09 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,4991,25, ,A5,4014 BELL AVENUE                         ,            ,10466,1,0,1,1426,1744,1960,1,A5,0,2015-04-06 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,5134,41, ,A2,2338 PALMER AVENUE                       ,            ,10475,1,0,1,2375,1804,1934,1,A2,260000,2015-10-26 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,5134,64, ,A2,2331 BOLLER AVENUE                       ,            ,10475,1,0,1,2961,1653,1925,1,A2,211000,2015-06-16 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,5273,36, ,A2,3 REEDS MILL LANE                        ,            ,10475,1,0,1,5049,414,1931,1,A2,228775,2015-08-11 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,5653,113, ,A2,2581 HOLLERS AVENUE                      ,            ,10475,1,0,1,5525,1120,1920,1,A2,350000,2015-12-28 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,5654,365, ,A2,3432 MCOWEN AVENUE                       ,            ,10475,1,0,1,5000,2258,1925,1,A2,490000,2015-12-29 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,5655,23, ,A5,3554 MCOWEN AVENUE                       ,            ,10475,1,0,1,2742,1925,1965,1,A5,265000,2015-05-27 00:00:00
2,BAYCHESTER               ,01  ONE FAMILY DWELLINGS                    ,1,5655,62, ,A2,3503 ROPES AVENUE                        ,            ,10475,1,0,1,5000,1260,1950,1,A2,330000,2015-12-18 00:00:00
2,BAYCHESTER               ,02  TWO FAMILY DWELLINGS                    ,1,4706,58, ,B1,1138 EAST 212TH STREET                   ,            ,10469,2,0,2,4082,1920,1950,1,B1,0,2015-05-11 00:00:00
2,BAYCHESTER               ,02  TWO FAMILY DWELLINGS                    ,1,4708,37, ,B1,1107 EAST 213 STREET                     ,            ,10469,2,0,2,2500,2214,2008,1,B1,560000,2015-03-25 00:00:00
2,BAYCHESTER               ,02  TWO FAMILY DWELLINGS                    ,1,4708,53, ,B1,1124 EAST 214TH STREET                   ,            ,10469,2,0,2,1900,2125,1945,1,B1,15000,2015-08-24 00:00:00
2,BAYCHESTER               ,02  TWO FAMILY DWELLINGS                    ,1,4711,84, ,B1,3587 FISH AVENUE                         ,            ,10469,2,0,2,2144,2304,1920,1,B1,357000,2015-10-27 00:00:00
2,BAYCHESTER               ,02  TWO FAMILY DWELLINGS                    ,1,4714,104, ,B1,3766 LACONIA AVENUE                      ,            ,10469,2,0,2,1888,2061,1950,1,B1,325000,2015-10-22 00:00:00
2,BAYCHESTER               ,02  TWO FAMILY DWELLINGS                    ,1,4714,104, ,B1,3766 LACONIA AVENUE                      ,            ,10469,2,0,2,1888,2061,1950,1,B1,250000,2015-08-14 00:00:00
2,BAYCHESTER               ,02  TWO FAMILY DWELLINGS                    ,1,4715,32, ,B9,1459 OAKLEY STREET                       ,            ,10469,2,0,2,2375,2110,1950,1,B9,0,2015-06-08 00:00:00
2,BAYCHESTER               ,02  TWO FAMILY DWELLINGS                    ,1,4716,22, ,B1,1128 EAST 222ND STREET                   ,            ,10469,2,0,2,2176,1900,1950,1,B1,465000,2015-09-02 00:00:00
2,BAYCHESTER               ,02  TWO FAMILY DWELLINGS                    ,1,4717,26, ,B1,1460 OAKLEY STREET                       ,            ,10469,2,0,2,3610,3792,1930,1,B1,619000,2015-06-25 00:00:00
2,BAYCHESTER               ,02  TWO FAMILY DWELLINGS                    ,1,4717,38, ,B9,1463 NEEDHAM AVENUE                      ,            ,10469,2,0,2,2850,2110,1950,1,B9,262000,2015-08-27 00:00:00
2,BAYCHESTER               ,02  TWO FAMILY DWELLINGS                    ,1B,4722,5, ,V0,3527 EASTCHESTER RD                      ,            ,10469,2,0,2,3062,0,1915,1,B3,214825,2015-01-26 00:00:00
2,BAYCHESTER               ,02  TWO FAMILY DWELLINGS                    ,1,4723,16, ,B1,3457 MICKLE AVENUE                       ,            ,10469,2,0,2,1918,1813,1945,1,B1,145000,2015-11-24 00:00:00
2,BAYCHESTER               ,02  TWO FAMILY DWELLINGS                    ,1,4723,50, ,B9,3458 EASTCHESTER ROAD                    ,            ,10469,2,0,2,2118,2071,1960,1,B9,370000,2015-08-28 00:00:00
2,BAYCHESTER               ,02  TWO FAMILY DWELLINGS                    ,1,4726,34, ,S2,3542 EASTCHESTER ROAD                    ,            ,10469,2,1,3,3300,3735,1920,1,S2,0,2015-03-04 00:00:00
2,BAYCHESTER               ,02  TWO FAMILY DWELLINGS                    ,1,4726,122, ,B1,3527 MICKLE AVENUE                       ,            ,10469,2,0,2,2289,3399,2003,1,B1,10,2015-03-19 00:00:00
2,BAYCHESTER               ,02  TWO FAMILY DWELLINGS                    ,1,4728,27, ,B9,3521 TIEMANN AVENUE                      ,            ,10469,2,0,2,4200,3300,1970,1,B9,423280,2015-06-29 00:00:00
2,BAYCHESTER               ,02  TWO FAMILY DWELLINGS                    ,1,4728,93, ,B1,1665 TILLOTSON AVENUE                    ,            ,10469,2,0,2,2415,1872,1950,1,B1,465000,2015-07-31 00:00:00
2,BAYCHESTER               ,02  TWO FAMILY DWELLINGS                    ,1,4728,97, ,B1,1657 TILLOTSON AVENUE                    ,            ,10469,2,0,2,2423,1872,1950,1,B1,0,2015-10-26 00:00:00
2,BAYCHESTER               ,02  TWO FAMILY DWELLINGS                    ,1,4728,101, ,B1,3408 KINGSLAND AVENUE                    ,            ,10469,2,0,2,2629,1836,1960,1,B1,0,2015-05-18 00:00:00
